about,Code,Text Deutsch,Text Englisch,Link
2.4c),about.partnersupporter.text,"dotHIV wäre ohne die große Anzahl an Partnern und Unterstützern nicht möglich. Von unserem Gründungpartner, der Kreativagentur Thjnk, über HIV Organisationen und Großkonzernen bis hin zu IT Gurus konnten wir uns ein breites Unterstützernetzwerk aufbauen.","dotHIV wouldn’t be possible without als its partners and supporters. Starting from our funding partner the creative agency Thjnk, great HIV organizations to IT gurus we were able to establish a wide network of supporters.",
2.4c),about.partner.secondheadline,Unsere Partner,Our Patners,
2.4c),about.partner.partner1.link,thjnk,,Bild mit Link hinterlegt
2.4c),about.partner.partner1.cutline,"Die Kreativagentur Thjnk, Gründungspartner","The creative agency Thjnk, founding partner",
2.4c),about.partner.partner2.link,aidshilfe,,Bild mit Link hinterlegt
2.4c),about.partner.partner2.cutline,"Die Deutsche AIDS-Hilfe, inhaltlicher Partner","The ""Deutsche AIDS-Hilfe"", advising partner",
2.4c),about.partner.partner3.link,afillias,afilias,Bild mit Link hinterlegt
2.4c),about.partner.partner3.cutline,,,
2.4c),about.partner.partner4.link,keysystems,keysystems,Bild mit Link hinterlegt
2.4c),about.partner.partner4.cutline,"Keysystem, Partnerregistrar","Keysystems, Partner registrar",
2.4c),about.partner.partner5.link,moniker,moniker,Bild mit Link hinterlegt
2.4c),about.partner.partner5.cutline,"Moniker, Partnerregistrar","Moniker, Partner registrar",
2.4c),about.supporter.headline,dotHIV Unterstützer,dotHIV supporter,
2.4c),about.supporter.supporter1.link,atlassian,atlassian,Bild mit Link hinterlegt
2.4c),about.supporter.supporter2.link,dotzon,dotzon,Bild mit Link hinterlegt
2.4c),about.supporter.supporter3.link,elementc,elementc,Bild mit Link hinterlegt
2.4c),about.supporter.supporter4.link,engarde,engarde,Bild mit Link hinterlegt
2.4c),about.supporter.supporter5.link,fischerppelt,fischerppelt,Bild mit Link hinterlegt
2.4c),about.supporter.supporter6.link,github,github,Bild mit Link hinterlegt
2.4c),about.supporter.supporter7.link,google,google,Bild mit Link hinterlegt
2.4c),about.supporter.supporter8.link,jovoto,jovoto,Bild mit Link hinterlegt
2.4c),about.supporter.supporter9.link,change,change,Bild mit Link hinterlegt
2.4c),about.supporter.supporter10.link,liga01,liga01,Bild mit Link hinterlegt
2.4c),about.supporter.supporter11.link,loved,loved,Bild mit Link hinterlegt
2.4c),about.supporter.supporter12.link,nccgroup,nccgroup,Bild mit Link hinterlegt
2.4c),about.supporter.supporter13.link,nhb,nhb,Bild mit Link hinterlegt
2.4c),about.supporter.supporter14.link,podio,podio,Bild mit Link hinterlegt
2.4c),about.supporter.supporter15.link,positivesingles,positivesingles,Bild mit Link hinterlegt
2.4c),about.supporter.supporter16.link,refinedwiki,refinedwiki,Bild mit Link hinterlegt
2.4c),about.supporter.supporter17.link,sedo,sedo,Bild mit Link hinterlegt
2.4c),about.supporter.supporter18.link,shareifyoulike,shareifyoulike,Bild mit Link hinterlegt
2.4c),about.supporter.supporter19.link,aswipe,aswipe,Bild mit Link hinterlegt
2.4c),about.supporter.supporter20.link,charity,charity,Bild mit Link hinterlegt
2.4c),about.supporter.supporter21.link,uniteddoamin,uniteddoamin,Bild mit Link hinterlegt
2.4c),about.supporter.supporter22.link,universal,universal,Bild mit Link hinterlegt
2.4c),about.supporter.supporter23.link,youtube,youtube,Bild mit Link hinterlegt
2.4c),about.supporter.supporter24.link,zakk,zakk,
2.4c),about.supporter.dropdown,Finde hier weitere Unterstützer von dotHIV,Find more dotHIV supporters,
2.4c),about.supporter.more.name1,Alan Orpin,Alan Orpin,
2.4c),about.supporter.more.name2,Atlassian (Confluence),Atlassian (Confluence),
2.4c),about.supporter.more.name3,Böger Knittel KG,Böger Knittel KG,
2.4c),about.supporter.more.name4,Hainke Schüler Alleyne Fumagalli Rechtsanwälte,Hainke Schüler Alleyne Fumagalli Rechtsanwälte,
2.4c),about.supporter.more.name5,Marita Locmele,Marita Locmele,
2.4c),about.supporter.more.name6,New Zealand Bobsled Team,New Zealand Bobsled Team,
2.4c),about.supporter.more.name7,RöverBrönnerSusat ,RöverBrönnerSusat ,
2.4c),about.supporter.more.name8,The Young Turks,The Young Turks,
2.4c),about.supporter.more.name9,Timm Specht Druck & Produktion GmbH,Timm Specht Druck & Produktion GmbH,
2.4c),about.supporter.more.name10,"The iqconsult team, Norbert Kunz, SAP","The iqconsult team, Norbert Kunz, SAP",
2.4c),about.supporter.more.name11,,,
2.4c),about.supporter.more.name12,,,
2.4d),about.board.headline.left,Unser Beirat,Our Advisory Board,
2.4d),about.board.text.left,Unsere Beiräte stehen uns seit der Gründung des dotHIV gemeinnützigen e.V. mit ihrer Expertise und ihrem Wissen zur Seite. Das macht sie zu einer wichtigen Säule der initiative.,Our advisors are standing supporting us with their knowledge and expertise since day one. That makes them a very important pillar of the initiative.,
2.4d),about.board.board1.name,Bernd Kundrun,Bernd Kundrun,
2.4d),about.board.board1.text,Bernd unterstützt die Initiative mit seiner großen Erfahrung und seinem wertvollen Netzwerk. Er war Aufsichtsratsvorsitzender der Gruner + Jahr AG und ist heute Vorsitzender des Aufsichtsrats der gut.org gAG.,Bernd supports the initiative with his valuable experience and great network. He used to be chairman of the board at Gruner + Jahr AG and now functions as the chairman of the gut.org gAG.,
2.4d),about.board.board2.name,Lars Witte-Winter,Lars Witte-Winter,
2.4d),about.board.board2.text,"Als Geschäftsführer der Bplus – Moodmarketing & Events mbH 
organisiert Lars Events für große Unternehmen. Seine Erfahrung und 
Kontakte setzt er seit  Jahren für die Initiative „Vergessen ist ansteckend“ ein.","As the CEO of the Bplus – Moodmarketing & Events mbH, Lars realizes events for important companies. He has been using his experience and contacts for the initiative „Vergessen ist ansteckend“ for years.",
2.4d),about.board.board3.name,Jan Foertsch,,
2.4d),about.board.board3.text,Jans lange Erfahrung als Steuerberater und Wirtschaftsprüfer ist immer wieder von großem Nutzen. Er engagiert sich schon lange im sozialen Sektor für Einrichtungen wie NestWerk e.V. und Hamburg Leuchtfeuer.,Jans long experience as a tax adviser and financial auditor is of great use to us again and again. He has been active in the social sector for years at organizations such as NestWerk e.V. and Hamburg Leuchtfeuer.,
2.de),about.angels.headline,Unsere Business Angels,Our Business Angel,
,about.angels.text,"Seit der Gründung von dotHIV konnten wir 14  Business Angel für uns gewinnen. Investiert haben diese, neben wirtschaftlichen Mitteln, auch immer wieder Know-how und Expertise eingebracht, die unbezahlbar ist. Ohne ihre Unterstützung wäre dotHIV heute nicht wo es ist.",Since dotHIV was founded in 2011 we were able to win 14 Business Angel as investors for dotHIV. Besides finanical support they often also invested knowledge and expertise that is invaluable to us. Without their support dotHIv would never be where it is today. ,
,about.angels.michael.photo.left,,,
,about.angels.michael.name.left,Dr. Michael Trautmann,Dr. Michael Trautmann,
,about.angels.michael.text.right,"Dr. Michael Trautmann is für dotHIV den Inbegriff eines Business Angel. Von Beginn an hat er neben finanzieller Unterstützung jede Möglichkeit genutzt, dotHIV zu präsentieren und die Idee zu verbreiten. Darüber hinaus hat er unter Freunden, Bekannten und Kollegen weitere Unterstützer von einem Investment in dotHIV überzeugt. Ohne ihn wäre dotHIV heute nicht, was es ist.
","Dr. Michael Trautmann is for dotHIV a Business Angel in the true sense of the word. From the beginning he invested not only money in dotHIV, but also took every chance ttaht came up to present it and to spread the word. Furthermore he never became tiered of conviencing friends, colleagues and business partner to invest in dotHIV. Without him, dotHIV would still be  great idea in someones mind. ",
,about.angels.dropdown,,,
,about.angels1.left,Thjnk,Thjnk,
,about.angels2.left,Henkler-Cöllen GbR,Henkler-Cöllen GbR,
,about.angels3.left,Hans-Jochen Holthausen,Hans-Jochen Holthausen,
,about.angels4.left,Dr. Bernd Kortüm,Dr. Bernd Kortüm,
,about.angels5.left,Michael Stich,Michael Stich,
,about.angels6.left,Dr. Jesko Perrey,Dr. Jesko Perrey,
,about.angels7.left,Boston I-Venture GmbH,Boston I-Venture GmbH,
,about.angels8.right,Matthias Schrader,Matthias Schrader,
,about.angels9.right,Thomas Wünsche ,Thomas Wünsche ,
,about.angels10.right,Clemens Lansing,Clemens Lansing,
,about.angels11.right,SCD Invest GmbH,SCD Invest GmbH,
,about.angels12.right,whatever mobile GmbH,whatever mobile GmbH,
,about.angels13.right,Solanus GmbH,Solanus GmbH,
,about.angels14.right,Philipp Grabensee,Philipp Grabensee,
2.4f),about.association.headline,Organisationstruktur,Organizational structure,
2.4f),about.association.graphic,,,
2.4f),about.heavystuff.headline,Schwere Kost,Heavy Stuff,
2.4f),about.heavystuff.text,"Vereinssatzung, Statusberichte und Jahresabschlüsse. All das und viele weitere wichtige Dokumente über den dotHIV gemeinnützigen e.V. findest du hier.","Articels of the Association, Status report and Annual accounts. You can find all that and more important documents about the dotHIV chartibale organization here.",
2.4f),about.heavystuff.secondheadline.status,Unsere Statusberichte,Status report,
2.4f),about.heavystuff.status1.download,Statusbericht 2012/01,Status report 2012/01,mit PDF Download hinterlegt 
2.4f),about.heavystuff.status2.dowload,Statusbericht 2012/02,Status report 2012/2,mit PDF Download hinterlegt 
2.4f),about.heavystuff.status3.download,Statusbericht 2013/01,Status report 2013/1,mit PDF Download hinterlegt 
2.4f),about.heavystuff.secondheadline.charter,Unsere Vereinssatzung und Gemeinnützigkeit,Articless of Association and Non-proft status,
2.4f),about.heavystuff.charter.download,Unsere Vereinssatzung,Articless of Association  ,mit PDF Download hinterlegt 
2.4f),about.heavystuff.charity.download,Unser Gemeinnützigkeits-Status,Non-profit status,mit PDF Download hinterlegt 
2.4f),about.heavystuff.secondheadline.financials,Unsere Finanzen,Our Finances,
2.4f),about.heavystuff.financials1.download,Jahresabschlussbericht 2011,Financial statement 2011,mit PDF Download hinterlegt 
2.4f),about.heavystuff.financials2.download,"Jahresabschlussbericht 2012
",Financial statement 2012,mit PDF Download hinterlegt 
2.4f),about.heavystuff.financials3.download,Jahresabschlussbericht 2013,Financial statement 2013,mit PDF Download hinterlegt 
2.4f),about.heavystuff.secondheadline.registry,Die dotHIV Registry,The dotHIV registry,
2.4f),about.heavystuff.resistry.text,Finde mehr Information zu unserem Top Level Domain Antrag auf der Website der dotHIV TLD Registry,Leran more about our TLD application at the website of the dotHIV TLD Registry,
2.4f),about.heavystuff.registry.link,,,Link zur Gmbh Seite
2.5a),about.getactive.headline,Werde aktiv ,Get involved,
2.5a),about.getactive.text,"Es gibt viele Möglichkeiten, Teil der dotHIV Bewegung zu werden. Hier kannst du rausfiden, wir du helfen kannst. Falls du eigene ideen hast, wie du dotHIV unterstützen möchtest schreib uns gerne eine Mail an mail@dothiv.org. Wir freuen uns auf deine Ideen.",There are many ways to support dotHIV. Here you can find differnet opportunities on how to bceome a member of the dotHIV movement. If you have your own idea on how to suppport dotHIV please write an email to mail@dothiv.org. ,
2.5b),about.getactive.jobs.headline,"Jobs
",Jobs,
,about.getactive.jobs.position.left,,,
,about.getactive.jobs.deadline.middle,,,PDF zum download
,about.getactive.jobs.download.right,,,
2.5c),about.getactive.howto.headline,Was kann ich tun?,What can I do?,
2.5c),about.getactive.howto.text,"Hier findet sich eine Auswahl an Möglichkeiten um dotHIV zu unterstützen. Von der Fördermitgliedschaft bis hin zum Tech for good.

",You can find a variety of ways to support dotHIV here. From a supportig membership to tech for good.,
2.5c),about.getactive.howto.clickvoteshare.headline,Das dotHIV Prinzip: Click-Vote-Share,The dotHIV concept: Click-Vote-Share,
2.5c),about.getactive.howto.member.headline,Werde dotHIV Fördermitglied,Become a supporting member,
,about.getactive.howto.member.text,"Kurze Erklärung über das Prinzip der Fördermitglieschaft udn die drei unterschiedlichen Varianten
","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate ",
,about.getactive.howto.member.download1,Fördermitgliedschaft für Privatpersonen,Supporting memberships for individuals,Text mit PDF Download hinterlegt
,about.getactive.howto.member.download2,Fördermitgliedschaft für Firmen,Supporting memberships for companies,Text mit PDF Download hinterlegt
,about.getactive.howto.member.download3,Fördermitgliedschaft für Schüler,Supporting membership for pupils,Text mit PDF Download hinterlegt
2.5c),about.getactive.howto.campus.headline,"Werde Campus Captain
",Become a Campus Captain,
2.5c),about.getactive.howto.campus.text,"kurze Erklärung des Prinzip “Campus Captain”

","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate ",
2.5c),about.getactive.howto.campus.download,Campus Captain Handbuch,Campus Captain Manual,Text mit PDF Download hinterlegt
2.5c),about.getactive.howto.tech.headline,"Hilf uns .hiv noch besser zu machen
",Help making .hiv even better,
2.5c),about.getactive.howto.tech.text,"Ein paar Worte zu der Idee von Tech for good 
","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec quam felis, ultricies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim. Donec pede justo, fringilla vel, aliquet nec, vulputate ",
2.5c),about.getactive.howto.tech.download,,,Text mit PDF Download hinterlegt
2.5d),about.getactive.howto.graphic,,,
2.6a),about.newsstream.headline,News,,
2.6a),about.newsstream.secondheadline,,,
2.6a),about.newsstream.text,,,
2.6a),about.newsstream.picture,,,Bild neben dem Text
2.6a),about.newsstream.dropdown,Ältere News,,
2.6a),about.oldernews.secondheadline1,,,
2.6a),about.oldernews.text1,,,Bild neben dem Text
2.6a),about.oldernews.picture1,,,
2.6b),about.socialmedia.headline,Social Media,,
2.6b),about.socialmedia.facebook.headline,"Facebook Stream
",,
2.6b),about.socialmedia.facebook.stream,,,Stream unserer Facebook Seite
2.6b),about.socialmedia.facebook.like,,,Like Button mit Verknüpfung zu Facebook
2.6b),about.socialmedia.twitter.headline,Twitter Stream,,
2.6b),about.socialmedia.twitter.stream,,,
2.6b),about.socialmedia.twitter.follow,,,Follow Button mit Verknüpfung zu Twitter
2.6b),about.socialmedia.pinterest.headline,Pinterest Stream,,
2.6b),about.socialmedia.pinterest.stream,,,Follow Button mit Verknüpfung zu Pinterest
2.6b),about.socialmedia.pinterest.follow,,,
2.6b),about.media.headline,dotHIV in den Medien,,
2.6b),about.media.secondheadline1,,,Artikel Headline
2.6b),about.media.link1,,,Artikel Link/PDF
4.1a),login.headline,Log in,Log in,
4.1a),login.text,Bitte log dich ein,Pleas log in to continue ,
4.1a),login.adress.email,E-mail,E-mail,
4.1a),login.adress.passwort,Passwort,Password,
4.1a),login.link,Passwort veregssen?,Forgotten your password?,
4.1a),login.button,Log in,Login,
4.1b),login.socialmedia.headline,Log in mit...,Log in with,
4.1b),login.facebook.link,"Facebook connect
",Facebook connect,
4.1b),login.twitter.link,Twitter connect,Twitter connect,
4.1b),login.google.link,Google connect,Google connect,
4.1c),login.registartion.headline,Anmeldung,New? Create Account,
4.1c),login.registration.text,Neu bei dotHIV? Lege hier deinen eigenen Account an,Password*,
4.1c),login.registration.adress.password,Passwort*,,
4.1c),login.registration.adress.reenter,Passwort erneut eingeben*,Re-enter Password*,
4.1c),login.registration.privacypolicy,By signing up you agree to our terms of use and privacy policy ,,
4.1c),login.registation.button,Jetzt Registrieren,Register now,
4.2a),profile.overview.nav.aboutme.link,"Mein profile
",My Profile,
4.2a),pofil.overview.nav.project.link,Projekt einstellen,Upload Project,
4.2a),profile.overview.nav.language,Sprache wählen,Language,
4.2b),profile.overview.header.headline,Hallo Max Mustermann,Hello ,
4.2b),profile.overview.header.lastlogin,Letzter Login,Last Login,
4.2b),profile.overview.header.votes,Votes,Votes,
4.2b),profile.overview.header.comments,Abgegebne Kommentare,Comments posted,
4.2b),profile.overview.header.overview.link,Übersicht,Overview,
4.2b),profile.overview.header.changeprofile.link,Profil bearbeiten,Edit Profile,
4.2b),profile.overview.header.changeproject.link,Projekte verwalten,Manage Projects,
4.2b),profile.overview.header.changedomain.link,Domains verwalten ,Manage Domains ,
4.2b),profile.overview.header.logout.link,Logout,Logout,
4.2c),profile.overview.projects.headline,Projektübersicht,Project overview,
4.2c),profile.overview.projects.button,Neues Projekt einstellen ,Upload new Project,
4.2c),profile.overview.projects.text,Projektbeschreibung ,Project ,
4.2c),profile.overview.projects.link1,Zur Projektansicht ,Go to Projects,
4.2c),profile.overview.projects.link2,Neuigkeiten hinzufühgen ,Add News,
4.2c),profile.overview.projects.link3,Projekt bearbeiten ,Edit Project,
4.2c),profile.overview.project.download,Privcy Policy runterladen,Download Privacy Policy,
4.2d),profile.overview.domain.headline,Domain Übersicht,Domainoverview,
4.2d),profile.overview.domain.button,Neue Domain erstellen,Register new Domain,
4.2d),profile.overview.domain.text,Beschreibung der Domain,Domain decribtion,
4.2d),profile.overview.domain.link1,Statistiken downloaden,Dowonload statistics,
4.2d),profile.overview.domain.link2,Einstellungen zurücksetzen ,Reset settings,
4.2d),profile.overview.domain.link3,Domain bearbeiten,Edit Domain,
4.2e),profile.overview.votes.headline,Votes,Votes,
4.2e),profile.overview.votes.link1,Alle Votes anzeigen ,Show all Votes,
4.2e),profile.overview.votes.text,Auflistung Projekte,List of all Projects,
4.2e),profile.overview.votes.link2,Gehe zum Projekt,Go to Project,
4.2e),profile.overview.comments.headline,Abgegeben Kommentare ,Posted Comments,
4.2e),profile.overview.comments.link,Alle Kommentare anzeigen ,Schow all Comments,
4.2e),profile.overview.kommentare.text,Auflistung Projekte und Kommentare,List of Projects and Comments,
4.2e),profile.overview.kommentare.link,Gehe zum Projekt,Go to project,
4.2.1a),profile.aboutme.headline,Mein Porfil bearbeiten ,Edit proflie,
4.2.1a),profile.aboutme.name,Name ,Name,
4.2.1a),profile.aboutme.lastname,Nachname,Last name,
4.2.1a),profile.aboutme.email,E-Mail Adresse,E-Mail,
4.2.1a),profile.aboutme.passwordold,Altes Password,Previous Password,
4.2.1a),profile.aboutme.password,Neues Passwaort,New Password,
4.2.1a),profile.aboutme.repeatpassword,Passwort erneut eingeben,Re-enter new Password,
4.2.1a),profile.aboutme.button,Spreichern ,Save,
4.2.2),profile.project.headline,Projekte verwalten,Manage Projects,
4.2.2),profile.project.overview.link1,Overview,Overview,
4.2.2),profile.projects.profile.link,Profil bearbeiten ,Edit Profile,
4.2.2),profile.projects.domains.link,Domains verwalten ,Manage Domains ,
4.2.2),profile.projects.logout.link,Logout,Logout,
4.2.2a),profile.project.overview.link2,Zur Projektansicht ,Go to Project,
4.2.2a),profile.project.news.link,Neuigkeiten hinzufühgen ,Add News,
4.2.2a),profile.project.edit.link,Projekt bearbeiten ,Edit Project,
4.2.2a),profile.project.button,Neues Projekt einstellen ,Upload new Project,
,profile.domain.claim.token.headline,Zuordnungs-Token benötigt,Claiming Token Required,
,profile.domain.claim.token.text,Bitte geben Sie Ihren Zuordnungs-Token ein. Ihr Token besteht aus einer 64-stelligen Zahlen- und Buchstabenkombination.,"To claim your domain, please enter the your claiming token in the box below. The token is a 64 digit sequence of numbers and characters.",
,profile.domain.claim.token.placeholder,Ihr Token,Your token,
,profile.domain.claim.token.button,Domain zuordnen,claim domain,
,profile.domain.claim.claiming.lookup,Token überprüfen ...,Validating your token ...,
,profile.domain.claim.claiming.claiming,Domain zuordnen ...,Claiming your domain ...,
,profile.domain.claim.success.headline,Glückwunsch! [[domain]] wurde erfolgreich verknüpft!,Congratulations! [[domain]] successfully claimed,
,profile.domain.claim.success.text,Ihre Domain ist jetzt Ihrem Konto zugeordnet und kann in wenigen Schritten für das Mikrospendenprogramm aktiviert werden. So einfach geht's:,You just claimed your domain. See how easy it is to set up your domain for the microdonation program:,
,profile.domain.claim.error.headline,Zuordnung fehlgeschlagen :-(,Domain Claim Failed :-(,
,profile.domain.claim.error.text,Die Domain konnte Ihrem Konto nicht zugeordnet werden.,Your domain could not be claimed into your account.,
,profile.domain.claim.error.button,Nochmal versuchen,try again,
,profile.domain.claim.success.col2.headline,Warum konfigurieren?,Why set up?,
,profile.domain.claim.success.col2.text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris vehicula dui in bibendum placerat. Pellentesque pharetra quis erat vitae ullamcorper. Pellentesque sed erat quam.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris vehicula dui in bibendum placerat. Pellentesque pharetra quis erat vitae ullamcorper. Pellentesque sed erat quam.",
,profile.domain.claim.success.col2.link,Mehr erfahren,See more,
,profile.domain.claim.success.col3.headline,Was muss ich beachten?,Rules and Regulations,
,profile.domain.claim.success.col3.text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris vehicula dui in bibendum placerat. Pellentesque pharetra quis erat vitae ullamcorper. Pellentesque sed erat quam.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris vehicula dui in bibendum placerat. Pellentesque pharetra quis erat vitae ullamcorper. Pellentesque sed erat quam.",
,profile.domain.claim.success.col3.link,dotHIV Policy ansehen,See the dotHIV Policy,
,profile.domain.success.button,Jetzt Domain einrichten,Set up now,
4.2.2.1),project.adjust.project.link,Projekt verwalten,Manage Project,
4.2.2.1),project.adjust.overview.link,Overview,Overview,
4.2.2.1),project.adjust.profile.link,Profil bearbeiten,Edit Profile,
4.2.2.1),project.adjust.domains.link,Domains verwalten,Manage Domains ,
4.2.2.1),project.adjust.logout.link,Logout,Logout,
4.2.2.1a),project.adjust.link1,Zurück zur  Projektverwaltung,Back to Project management,
4.2.2.1b),project.adjust.headline.neues,Neues Projekt einstellen,Upload new Project,
4.2.2.1b),project.adjust.wie.text,Wie stelle ich ein Projekt ein ,How to upload a new project,
4.2.2.1b),project.adjust.video,,,
4.2.2.1b),project.adjust.text,,,
4.2.2.1b),project.adjust.download,dotHIV Policy ansehen,dotHIV Policy,
4.2.2.1b),project.adjust.link2,Mindesststandards ansehen ,Eligibility criteria,
4.2.2.1b),project.adjust.button,Jetzt Projekt einstellen,Upload Project now,
4.2.2.2),project.adjust.contactperson.project.link,Projekte verwalten,Manage Project,
4.2.2.2),project.adjust.contactperson.overview.link,Overview,Overview,
4.2.2.2),project.adjust.contactperson.profile.link,Profil bearbeiten,Edit Profile,
4.2.2.2),project.adjust.contactperson.domains.link,,,
4.2.2.2),project.adjust.contactperson.logout.link,Logout,Logout,
4.2.2.2a),project.adjust.contactperson.link,Zurück zur Projektverwaltung,Back to Project management,
4.2.2.2b),project.adjust.contactperson.button1,Ansprechpartner,Contact Person,
4.2.2.2c),project.adjust.contactperson.new.headline,Neues Projekt einstellen,Upload new Project,
4.2.2.2c),project.adjust.contactperson.new.text,Bitte erweitern Sie Ihre Profiledaten,Please extend your profile data,
4.2.2.2c),project.adjust.contactperson.new.download,dotHIV Policy ansehen,dotHIV Policy,
4.2.2.2c),project.adjust.contactperson.name,Vorname,First name,
4.2.2.2c),project.adjust.contactperson.lastname,Nachname,Last name,
4.2.2.2c),project.adjust.contactperson.mail,E-Mail Adresse,E-mail,
4.2.2.2c),project.adjust.contactperson.organisation,Organisation,Orgnization,
4.2.2.2c),project.adjust.contactperson.country,Land,Country,
4.2.2.2c),project.adjust.contactperson.adress,Straße/Hausnummer,Street address,
4.2.2.2c),project.adjust.contactperson.countrycode,Postleitzahl,Country code,
4.2.2.2c),project.adjust.contactperson.location,Ort,State,
4.2.2.2c),project.adjust.contactperson.button2,Naechster Schritt ,Next step,
4.2.2.3),project.adjust.project.link1,Projekte verwalten,Manage project,
4.2.2.3),project.adjust.project.overview.link,Overview,Overview,
4.2.2.3),project.adjust.project.profile.link,Profil bearbeiten,Edit profile,
4.2.2.3),project.adjust.project.domains.link,Domains verwalten,Manage domain,
4.2.2.3),project.adjust.project.logout.link,Logout,Logout,
4.2.2.3a),project.adjust.project.link2,Zurück zur Projektverwaltung,Back to Project management,
4.2.2.3b),project.adjust.project.button,Projekt ,Project,
4.2.2.3c),project.adjust.project.new.headline,Neues Projekt einstellen,Upload new Project,
4.2.2.3c),project.adjust.project.name,Name des Projekt,Name,
4.2.2.3c),project.adjust.project.category,Funding Section,Funding section,
4.2.2.3c),project.adjust.project.web,Webadresse des Projekt,Webaddress,
4.2.2.3c),project.adjust.project.who,Ansprechpartner für das Projekt,Contact person,
4.2.2.3c),project.adjust.project.mail,E-mail Adresse des Ansprechpartners,Email,
4.2.2.3c),project.adjust.project.headline,In welchem Land findest das Projekt statt,Country of the project,
4.2.2.3c),project.adjust.project.organisation,Organisation,Organization,
4.2.2.3c),project.adjust.project.country,Land,Country,
4.2.2.3c),project.adjust.project.address,Straße/Hausnummer,Street address,
4.2.2.3c),project.adjust.countrycode,PLZ,Country code,
4.2.2.3c),project.adjust.location,Ort,State,
4.2.2.3c),project.adjust.project.back.button,Schritt zurueck,Previous step,
4.2.2.3c),project.adjust.project.next.button,Naechster Schritt,Next step,
4.2.2.4),project.adjust.projectinfos.link1,Projekte verwalten,Manage project,
4.2.2.4),project.adjust.projectinfos.overview.link,Overview,Overview,
4.2.2.4),project.adjust.projectinfos.profile.link,Profil bearbeiten,Edit profile,
4.2.2.4),project.adjust.projectinfos.domains.link,Domains verwalten,Manage domain,
4.2.2.4),project.adjust.projectinfos.logout.link,Logout,Logout,
4.2.2.4a),project.adjust.projectinfos.link2,Zurück zur Projektverwaltung,Back to project,
4.2.2.4b),project.adjust.projectinfos.button,Projektinfos,Project infomation,
4.2.2.4c),project.adjust.projectinfos.new.headline,Neues Projekt einstellen,Upload new Project,
4.2.2.4c),project.adjust.projectinfos.organisation,Über die Organisation*,About the organization,
4.2.2.4c),project.adjust.projectinfos.headline,Projekttitel*,Project title*,
4.2.2.4c),project.adjust.projectinfo.abstract,Projektbeschreibung*,Project dicribtion*,
4.2.2.4c),project.adjust.projectinfos.upload,Bilder/Video hochladen,Upload pictures and videoa,
4.2.2.4c),project.adjust.projectinfo.money,Benötigter Betrag,Amount needed,
4.2.2.4c),project.adjust.projectinfos.lmoney.ink,Zum Währungsrecher,,
4.2.2.4c),project.adjust.projectinfos.back.button,Schritt zurueck,Privious step,
4.2.2.4c),project.adjust.projectinfos.next.button,Naechster Schritt,Next step,
4.2.2.5),project.adjust.infos.link1,Projekte verwalten,Manage project,
4.2.2.5),project.adjust.infos.overview.link,Overview,Overview,
4.2.2.5),project.adjust.infos.profile.link,Profil bearbeiten,Edit profile,
4.2.2.5),project.adjust.infos.domains.link,Domains verwalten,Manage domain,
4.2.2.5),project.adjust.infos.logout.link,Logout,Logout,
4.2.2.5a),project.adjust.infos.link2,Zurück zur Projektverwaltung,Back to project,
4.2.2.5b),project.adjust.infos.button,News,News,
4.2.2.5c),project.adjust.infos.new.headline,Neues Projekt einstellen,Upload new project,
4.2.2.5c),project.adjust.infos.news,News,News,
4.2.2.5c),project.adjust.infos.actionbox.headline,Überschrift ,,
4.2.2.5c),project.adjust.infos.actionbox.text,Text,,
4.2.2.5c),project.adjust.infos.actionbox.link,Link,,
4.2.2.5c),project.adjust.infos.actionbox.upload,Datei hochladen,,
4.2.2.5c),project.adjust.infos.actionboxsocialmedia,Social Media Intergartion,,
4.2.2.5c),project.adjust.infos.actionbox.twitter,Twitter,,
4.2.2.5c),project.adjust.info.actionbox.facebook,Facebook,,
4.2.2.5c),project.adjust.infos.google,Google+,,
4.2.2.5c),project.einstellung.infos.back.button,Schritt zurueck,,
4.2.2.5c),project.einstellung.infos.next.button,Naechster Schritt,,
4.2.2.6),project.adjust.finalize.link1,Projekt verwalten,,
4.2.2.6),project.adjust.finalize.overview.link,overview,,
4.2.2.6),project.adjust.finalize.profile.link,profile bearbeiten,,
